turns,white_rating,opening_moves,victory_status_cod,winner_cod,time_increment_cod,opening_shortname_cod,opening_variation_cod,rated_cod
33,2063,4,3,2,104,104,337,1
26,1458,5,3,2,19,29,435,1
46,1970,3,0,1,32,61,370,0
78,1308,5,3,0,19,122,527,1
35,1619,5,3,2,19,38,20,0
52,1780,3,3,0,102,38,282,0
89,1576,4,3,2,19,104,349,1
79,1599,4,3,2,315,94,543,1
44,1300,6,3,0,121,109,321,1
31,1755,4,1,2,19,90,612,1
35,1483,3,1,2,370,59,612,1
45,1383,6,1,2,315,36,612,0
75,1491,5,3,2,113,38,20,1
68,1701,5,1,0,117,116,612,1
31,1359,4,3,2,315,61,110,0
69,1553,4,1,2,19,90,612,1
85,1220,5,3,2,187,0,572,1
146,1950,5,3,0,363,83,1,1
25,1970,4,3,2,19,31,612,0
52,1620,5,1,0,19,94,309,1
32,1306,8,3,0,19,36,248,1
31,1832,7,1,2,211,17,18,0
65,1831,2,1,2,180,70,612,0
106,1323,6,1,0,102,116,0,1
69,1069,2,1,2,19,70,612,1
81,1950,2,3,2,19,48,612,1
71,1677,9,1,2,350,52,211,0
133,1832,5,1,2,19,109,156,1
23,1331,5,1,2,19,116,612,1
58,1453,3,1,0,358,75,612,1
48,1629,9,3,0,19,90,490,1
46,2035,2,3,0,104,32,0,1
62,1216,4,1,0,391,104,337,1
54,1668,2,1,0,311,48,612,1
81,1359,3,1,2,187,0,319,1
24,1087,5,1,0,19,52,612,1
11,1500,2,3,2,306,50,612,0
77,1690,8,3,2,19,109,307,1
33,1426,4,3,2,19,0,353,1
39,1610,5,3,0,311,17,568,0
46,1605,6,3,2,119,40,612,1
105,1500,2,0,1,315,84,2,1
125,911,2,1,2,396,33,42,1
100,1500,5,3,0,108,101,560,1
109,1606,5,1,2,189,118,136,1
104,1325,4,3,0,315,90,612,1
36,1835,6,1,0,315,55,612,1
36,1564,6,1,0,315,52,476,1
62,1509,8,1,0,19,0,348,1
80,1690,4,2,0,19,74,338,1
135,1621,8,1,2,225,38,18,1
56,1605,5,3,0,108,38,20,1
87,1480,8,1,2,19,52,211,0
15,1903,2,3,2,19,50,612,1
54,1278,2,3,0,238,0,612,1
19,1682,3,3,2,19,94,610,0
60,1912,2,2,0,19,86,85,1
36,1750,6,1,0,111,40,612,1
51,1686,5,3,2,359,83,612,1
32,1075,1,1,0,19,121,612,1
10,1035,1,3,0,61,125,612,1
113,1623,3,3,2,358,38,377,1
17,1703,9,3,2,102,52,569,0
59,1102,1,3,2,39,121,612,0
62,1503,2,3,0,361,127,493,1
75,1499,4,1,2,350,90,322,1
112,1619,2,0,1,19,50,612,1
71,1241,3,3,0,311,109,141,0
29,1222,6,2,2,363,102,137,1
20,1399,5,3,0,19,38,181,0
94,1500,4,0,1,0,90,612,1
48,1345,2,3,0,19,94,612,1
61,1810,2,3,2,19,34,612,1
65,1952,4,1,2,102,109,612,1
114,1724,5,3,0,363,90,468,1
93,1858,7,1,2,19,72,298,1
112,1300,3,1,0,19,109,141,1
72,1112,3,1,0,187,117,0,1
80,1349,3,3,0,75,94,326,1
27,1279,5,3,0,311,74,263,1
55,1419,4,1,2,108,61,152,1
65,2179,4,3,2,69,90,612,1
104,1638,6,1,0,19,33,274,1
51,1861,1,2,2,321,93,612,0
86,1804,5,0,1,104,38,181,1
100,1995,6,0,1,19,104,425,1
34,1252,3,1,0,19,94,132,1
94,969,2,1,0,108,94,612,0
26,958,6,3,2,19,109,391,0
39,1267,4,3,2,19,104,337,1
69,1802,5,1,2,19,74,472,1
30,1081,1,1,0,19,120,612,1
91,1520,6,2,2,117,58,612,1
39,1940,3,1,2,290,61,370,1
34,1437,4,3,0,19,94,1,1
70,1506,1,3,0,19,120,612,1
60,994,6,1,0,248,38,324,1
9,1395,2,1,2,19,79,612,1
42,1663,4,3,0,19,109,385,1
19,976,4,3,0,19,99,612,1
17,1500,3,3,0,311,94,132,0
31,1434,3,2,2,19,10,612,1
63,1949,5,3,2,19,109,156,0
111,1783,3,0,1,19,94,610,1
80,1898,9,3,0,19,58,315,1
44,1250,7,1,0,102,52,569,1
56,1695,2,3,2,348,70,612,1
40,1952,4,3,2,37,109,612,1
71,1613,9,3,2,108,38,18,1
39,1076,3,1,2,19,109,504,1
57,1366,1,1,2,298,1,612,1
106,1623,6,1,0,19,102,148,1
25,1582,4,3,2,19,83,0,1
63,1474,3,1,2,298,109,331,1
82,1773,2,3,0,19,79,612,1
42,1500,6,1,0,187,102,535,1
122,1648,8,2,1,19,84,137,1
120,1624,10,2,0,102,109,474,1
83,1662,2,3,2,19,70,612,1
40,1173,3,3,0,19,61,591,1
49,1160,3,1,2,108,94,326,1
52,1496,3,1,0,329,61,299,1
53,1741,4,3,2,19,109,612,1
68,1436,1,1,0,236,93,612,1
4,1527,1,1,0,19,9,612,1
66,1321,3,1,0,19,117,0,0
86,1832,6,3,0,19,102,535,1
57,1846,5,3,2,19,83,1,1
46,1933,5,3,2,19,101,560,1
44,1282,4,3,0,102,90,612,1
81,1768,8,2,2,118,102,357,1
77,1467,4,0,1,200,83,0,1
71,1485,7,1,2,234,106,612,0
75,1500,6,1,2,102,92,612,0
3,1408,3,0,1,185,94,610,0
92,1155,4,3,0,19,82,612,1
48,1639,7,1,0,376,36,516,1
73,1445,6,3,2,92,102,535,1
91,1890,5,1,2,19,109,156,1
92,1195,1,2,0,19,121,612,1
97,1909,5,3,2,41,83,612,1
52,1500,1,1,0,117,3,612,0
42,1739,4,1,0,102,10,414,1
40,1497,6,3,0,31,38,21,0
45,2002,6,3,0,219,109,115,1
34,1507,4,3,0,21,94,132,1
32,1515,8,3,0,372,106,137,1
30,1500,7,1,0,175,36,484,0
33,1702,9,3,2,19,106,481,0
2,1091,1,3,0,236,121,612,0
76,1302,4,3,2,202,109,251,1
26,1111,1,3,2,19,49,612,0
115,1765,3,3,0,19,38,434,1
28,1820,3,3,0,19,38,291,1
9,1500,2,1,2,168,64,612,1
43,1848,8,2,2,21,72,561,0
76,1460,2,1,0,19,70,612,1
28,1565,5,3,0,117,106,612,1
50,1500,3,3,0,19,109,509,0
27,1224,5,3,2,19,83,612,1
39,2118,4,3,2,102,109,139,1
73,1907,6,2,2,107,108,12,1
93,1441,4,2,2,37,31,612,1
80,1812,7,3,0,102,36,248,1
70,1691,7,3,0,37,38,19,0
62,1303,6,2,0,19,102,148,1
29,2300,8,3,2,19,72,441,1
44,1400,2,3,0,361,127,432,0
42,1444,5,1,0,19,106,612,1
77,2228,9,3,2,117,38,18,1
105,1500,6,1,2,19,102,535,0
9,1599,3,0,1,161,109,141,0
22,1264,4,0,1,236,61,330,1
30,1862,6,3,0,19,15,184,1
117,1501,3,3,2,19,109,99,1
74,1650,7,1,0,248,109,128,1
37,1556,3,3,2,108,109,99,1
47,1053,3,1,2,207,94,0,1
81,2150,5,1,2,19,83,1,1
19,1348,3,3,0,19,109,333,0
34,1570,7,3,0,19,70,210,1
100,1565,10,3,2,102,102,357,1
101,1670,3,1,2,236,10,612,1
19,1302,3,3,2,19,61,312,1
47,1288,6,1,2,206,11,605,0
36,1320,1,1,0,19,68,612,1
100,1444,4,1,0,19,90,30,0
46,1172,7,1,0,19,36,248,1
23,1377,6,1,2,19,52,47,0
16,1561,5,3,2,236,90,386,1
61,1687,5,3,2,19,74,263,1
94,1839,2,3,0,19,127,421,1
66,1500,5,1,0,19,11,0,0
59,1610,2,3,2,315,17,612,0
64,1200,6,1,0,21,109,115,1
70,1315,2,1,0,19,109,612,1
17,1671,1,3,2,21,121,612,1
17,1678,5,3,0,311,83,1,1
44,1599,2,3,0,19,48,612,1
113,1958,2,2,2,19,127,280,1
37,1597,2,3,0,289,69,612,1
19,1552,2,1,2,28,50,612,1
40,1181,5,3,0,37,109,116,0
53,1592,5,1,2,19,109,141,1
38,1983,2,3,0,19,48,612,1
107,1462,10,3,2,361,109,474,1
24,1864,9,3,2,104,102,357,1
107,1234,4,3,2,38,113,602,1
20,1196,5,3,0,102,90,386,1
98,1487,1,1,0,298,9,612,1
43,1499,3,2,2,117,10,612,0
16,1592,3,3,2,121,38,282,0
32,1256,6,3,0,19,90,375,1
95,2209,4,3,2,104,96,46,1
19,1613,1,3,2,394,49,612,1
45,2197,5,3,2,102,109,116,1
36,1343,3,1,0,19,61,591,1
29,1530,5,3,0,28,101,560,1
118,1431,3,3,0,350,34,612,0
108,1689,5,0,1,311,82,0,1
58,1500,1,1,0,117,68,612,0
71,1701,7,2,2,104,36,484,1
128,1560,3,3,0,19,109,331,1
29,1418,4,2,2,315,104,337,1
51,1305,3,3,2,187,109,504,1
100,1492,2,3,0,19,84,2,1
54,1454,4,3,0,19,33,274,1
51,1227,9,3,2,102,11,467,1
55,1461,3,1,2,19,33,543,1
37,1431,5,1,2,102,101,560,1
72,2232,9,2,0,355,52,211,1
104,1288,4,3,0,103,82,612,1
111,1239,2,3,2,19,34,612,1
75,1908,3,1,2,361,94,610,1
72,1778,6,3,0,19,90,375,1
79,2096,3,1,2,19,38,532,1
49,2082,9,3,2,19,26,612,1
118,1787,5,0,1,117,6,589,1
68,1756,6,3,2,356,52,569,1
106,1489,9,3,0,19,102,357,1
18,1149,5,3,0,19,106,612,1
95,1301,4,2,2,19,83,0,1
56,1302,6,1,0,19,102,77,1
55,1902,3,3,2,311,38,282,0
41,1799,3,3,2,19,90,612,1
35,1699,4,1,2,102,94,132,1
41,1775,4,3,2,108,82,612,1
74,1571,6,3,0,315,102,535,1
40,1958,1,1,0,19,86,612,1
60,2017,6,2,0,348,33,41,1
15,1547,3,1,2,108,20,0,1
93,2308,7,3,2,361,109,128,1
33,1830,4,1,2,315,90,612,1
43,1286,7,3,0,108,36,516,1
122,2277,7,0,1,19,33,41,1
97,1428,4,1,2,19,86,150,1
47,1757,10,0,1,31,52,569,1
9,1932,3,1,2,361,29,234,1
2,1749,1,3,2,19,68,612,1
4,1500,1,1,0,350,9,612,0
49,1987,5,1,2,117,101,560,0
74,1591,2,1,0,102,33,274,0
48,1388,2,3,2,19,17,612,1
71,999,6,1,2,203,102,83,1
37,1675,4,3,2,19,92,612,1
3,1252,2,3,2,315,5,612,1
59,2043,10,3,2,19,94,564,1
54,1562,2,1,0,110,73,137,0
56,1977,6,3,0,19,94,144,1
84,1728,4,3,2,315,33,274,1
27,1500,7,3,2,219,83,182,1
85,2032,7,3,2,39,70,59,0
40,1357,5,3,2,19,122,527,0
53,1274,2,1,2,203,120,452,1
43,1500,2,3,2,19,94,612,0
16,2008,4,3,2,248,33,274,1
96,2057,9,3,0,121,102,181,0
118,2111,6,0,1,347,104,425,1
41,1678,3,1,2,19,127,556,1
104,1982,1,1,0,219,103,612,1
44,1891,6,3,0,361,104,403,1
59,1500,3,1,2,19,20,0,0
78,2179,1,3,0,19,49,612,1
62,1214,3,3,0,379,94,326,1
10,2313,2,3,0,187,79,612,1
27,1500,5,1,2,350,38,408,1
36,871,3,3,0,80,88,612,1
44,1427,8,3,2,19,102,357,1
2,1442,2,3,2,389,38,0,1
116,1975,9,2,0,19,38,18,1
64,1255,10,3,0,158,90,136,0
46,1441,8,3,2,108,72,441,1
12,1277,3,2,0,72,59,612,0
2,920,2,3,0,315,94,612,1
102,1548,3,3,0,356,38,282,1
64,1509,4,3,2,19,104,349,1
130,1506,3,1,0,19,94,132,1
45,1673,4,3,2,19,90,322,1
44,1538,2,2,0,19,48,612,1
89,1655,4,3,2,0,61,80,1
15,1116,3,3,2,19,61,591,1
114,1407,3,3,0,315,38,434,1
90,1732,4,1,0,19,0,472,1
62,1788,6,1,0,19,40,612,1
66,1141,8,1,0,109,36,248,0
54,1430,3,1,0,70,61,370,1
52,951,1,1,0,253,121,612,1
59,1225,8,1,2,108,36,516,1
23,1697,5,0,1,19,52,612,0
49,1399,3,3,2,361,34,612,1
83,1478,5,3,2,102,106,612,0
35,1518,5,3,2,361,74,297,1
34,1228,1,1,0,236,53,612,0
12,1500,2,3,0,298,104,612,0
101,1342,3,3,2,315,17,233,1
54,1652,1,3,0,19,93,612,1
71,2054,8,1,2,102,109,213,1
103,1324,6,3,2,110,87,249,1
93,1651,3,1,2,224,109,530,0
47,1353,6,1,2,102,102,137,1
47,1348,3,1,2,97,109,99,1
64,1541,3,1,0,211,109,99,1
78,1542,9,2,0,19,52,137,1
103,1756,2,3,2,19,74,612,1
33,2264,4,3,2,19,31,612,0
61,1494,5,1,2,19,33,274,1
67,1039,3,3,2,108,38,277,1
77,1383,3,1,2,273,38,282,1
74,2352,7,3,2,361,63,612,1
47,2351,2,3,2,21,127,432,1
45,1708,5,3,2,102,94,144,0
44,1862,4,3,0,19,29,377,1
131,1334,6,1,2,19,109,0,1
66,1589,6,1,0,19,90,129,0
38,1262,5,3,0,19,94,309,1
90,1142,4,1,0,315,38,332,1
58,1943,5,3,0,58,83,1,1
114,1755,3,0,1,360,94,610,1
26,1716,5,1,0,102,61,554,1
45,1445,6,3,2,37,90,125,1
4,927,1,3,0,102,73,612,1
63,1946,4,3,2,104,109,612,1
51,1896,4,1,2,70,96,501,1
120,1695,4,1,0,102,90,129,1
83,1703,6,2,2,19,52,47,1
44,1237,6,3,0,315,11,605,0
18,1271,4,3,0,4,90,322,0
38,1715,9,3,0,19,44,561,0
79,1812,3,2,2,19,94,610,0
52,1500,1,3,0,236,43,612,0
139,1714,4,1,2,19,90,322,1
118,2055,8,3,0,187,72,441,1
58,1670,4,1,0,19,99,612,1
63,2014,8,3,2,19,90,63,1
41,1441,3,3,0,19,10,612,1
17,1785,5,3,2,41,52,612,1
60,1500,3,1,0,158,122,612,0
60,1663,4,3,2,104,76,612,0
83,1840,8,2,2,19,72,441,1
59,1852,2,3,2,19,70,612,1
45,1344,3,3,2,315,59,612,1
111,2045,6,3,2,386,102,535,0
22,1902,3,3,2,37,109,141,0
53,1580,5,2,2,298,73,351,1
14,1646,4,3,2,315,67,612,1
94,1278,6,3,0,311,102,83,1
36,1668,8,3,0,361,90,129,1
80,1216,4,3,0,41,122,329,1
92,1892,2,1,0,361,48,612,1
64,1334,5,1,0,187,94,144,1
18,1477,4,3,0,37,109,385,1
70,1581,6,3,2,355,83,2,1
39,1692,7,1,2,108,90,561,1
50,1622,6,3,0,215,109,206,1
106,968,8,1,0,236,36,248,0
56,1872,5,3,0,301,38,548,1
73,1743,7,1,2,19,15,16,1
33,1973,3,3,0,295,127,304,0
80,1143,5,1,0,19,87,612,0
2,1765,1,3,2,380,73,612,1
109,1360,4,3,2,19,84,612,1
15,1750,7,1,2,311,20,406,1
3,1240,3,3,2,262,59,612,0
33,2145,4,3,2,355,109,385,1
128,1686,2,0,1,31,18,612,1
46,1224,4,3,0,19,90,322,1
24,1383,2,3,2,19,33,543,1
77,1869,3,1,2,19,109,504,1
87,1777,6,2,2,37,102,148,1
65,1474,10,3,2,383,102,181,0
39,1965,3,1,2,19,94,326,1
5,2141,2,3,2,361,70,612,1
71,1531,2,1,2,236,94,612,0
12,1612,1,3,0,19,33,612,1
57,1473,5,3,2,19,109,390,1
50,1543,4,2,0,19,90,30,1
2,1332,2,3,2,315,47,0,1
121,1483,3,1,2,356,17,612,0
66,2073,5,1,0,361,109,601,1
52,1577,6,1,0,117,77,151,1
48,1508,4,3,0,361,61,152,1
113,1507,4,1,2,108,109,385,1
2,1362,1,3,2,315,120,612,1
66,1633,2,3,2,359,127,436,1
9,1310,6,1,2,19,101,153,1
43,1880,9,1,2,19,11,467,1
24,1063,5,3,0,19,61,168,1
117,1979,9,3,2,104,106,426,1
56,1500,3,1,0,66,61,276,0
60,1887,3,3,0,236,94,610,1
82,1638,6,3,0,19,52,47,1
37,1426,6,1,2,374,17,224,1
66,2239,6,2,0,37,17,18,1
43,1295,6,3,0,31,90,125,1
43,2226,8,3,2,311,38,18,1
52,1413,6,1,0,19,40,612,1
63,1890,9,3,2,102,84,137,1
14,1434,5,2,0,19,83,1,0
106,1372,2,3,0,19,33,41,0
24,1320,8,3,0,108,52,483,0
74,1771,8,3,0,298,109,409,1
38,1182,3,3,0,19,20,0,1
51,1928,10,3,2,19,38,599,1
144,2063,8,0,1,237,102,357,1
54,1844,4,3,0,108,90,612,0
14,1382,1,2,0,310,53,612,1
13,1729,1,3,2,102,121,612,1
64,1873,10,1,0,19,109,166,1
62,1302,5,2,0,234,38,20,1
112,1642,2,3,0,19,38,0,1
76,1299,8,1,0,108,58,496,1
